id,content,answers.content,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.atmosphere,answers.content,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.atmosphere,answers.content,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.atmosphere
709,是蚩尤还是伊尹帮助汤推翻了夏朝，建立了商朝？,伊尹,32,30,28,26,24,16,4,伊尹。,32,30,28,26,24,16,4,,,,,,,,
710,盘庚为了改变当时社会不安定的局面，将都城迁到了殷还是楚？,殷,32,30,28,26,24,16,4,殷。,32,30,28,26,24,16,4,,,,,,,,
711,周文王的好帮手是周公还是姜尚？,姜尚,32,30,28,26,24,16,4,姜尚。,32,30,28,26,24,16,4,,,,,,,,
712,公元前681年，齐桓公奉周厘王命令，通知各诸侯到齐国边境开会，在这个会议上大家推选齐桓公还是鲁庄公当盟主？,齐桓公,32,30,28,26,24,16,4,齐桓公。,32,30,28,26,24,16,4,,,,,,,,
713,宋襄公临死前告诉太子，重耳还是夷吾是个有志气的人，将来一定是个霸主？,重耳,32,30,28,26,24,16,4,重耳。,32,30,28,26,24,16,4,,,,,,,,
714,秦穆公派大将攻打郑国，结果在半路上上了一个牛贩子的当，请问这位聪明的牛贩子是孟明视还是弦高？,弦高,32,30,28,26,24,16,4,弦高。,32,30,28,26,24,16,4,,,,,,,,
715,“不鸣则已，一鸣惊人”，这个成语说的是谁？,楚庄公,32,30,28,26,24,16,4,楚庄公。,32,30,28,26,24,16,4,,,,,,,,
716,我国封建社会是从春秋还是战国开始算起的？,战国,32,30,28,26,24,16,4,战国。,32,30,28,26,24,16,4,,,,,,,,
717,战国时期著名工匠鲁班，他用了九套攻城的方法，但都被谁一一破解？,墨子,32,30,28,26,24,16,4,墨子。,32,30,28,26,24,16,4,,,,,,,,
718,“战国七雄”中，秦国实力最强，于是其他六国“合纵”的方法联合抵抗秦国，但最终还是被管仲还是张仪拆散了？,张仪,32,30,28,26,24,16,4,张仪。,32,30,28,26,24,16,4,,,,,,,,
719,燕昭王为了让自己的国家更加强大，求贤若渴，是拜管仲还是乐毅为亚卿？,乐毅,32,30,28,26,24,16,4,乐毅。,32,30,28,26,24,16,4,,,,,,,,
720,齐国的田单利用什么阵法打败了燕国的军队，夺回了失去的城池？,火牛阵,32,30,28,26,24,16,4,火牛阵。,32,30,28,26,24,16,4,,,,,,,,
721,红楼梦的作者是谁？,曹雪芹,32,30,28,26,24,16,4,曹雪芹。,32,30,28,26,24,16,4,,,,,,,,
722,隋朝时，设计并主持建造赵州桥的是鲁班还是李春？,李春,32,30,28,26,24,16,4,李春。,32,30,28,26,24,16,4,,,,,,,,
723,清朝六下江南的皇帝是乾隆还是康熙？,乾隆,32,30,28,26,24,16,4,乾隆。,32,30,28,26,24,16,4,,,,,,,,
724,从周成王到他的儿子康王两代，前后约五十多年，是周朝强盛和统一的时期，历史上叫做“成康之治”还是“少康中兴”？,成康之治,32,30,28,26,24,16,4,成康之治。,32,30,28,26,24,16,4,,,,,,,,
725,齐燕两国攻打山戎，被敌人引入迷谷，管仲想出了一个主意，让几匹老马领路，结果领着人马出了迷谷。这个成语叫什么？,老马识途,32,30,28,26,24,16,4,老马识途。,32,30,28,26,24,16,4,,,,,,,,
726,蔺相如将和氏璧带到秦国，看出秦国没有诚意拿城换璧，于是蔺相如又将璧带回了赵国。这个成语叫什么？,完璧归赵,32,30,28,26,24,16,4,完璧归赵。,32,30,28,26,24,16,4,,,,,,,,
727,第一届现代奥运会是1896年举行的？（请回答对或错),对,32,30,28,26,24,16,4,对。,32,30,28,26,24,16,4,,,,,,,,
728,我国面积最小的省级行政区是哪个？,澳门,32,30,28,26,24,16,4,澳门。,32,30,28,26,24,16,4,,,,,,,,
729,天鹅属于国家一类保护动物吗？（请回答对或错),对,32,30,28,26,24,16,4,对。,32,30,28,26,24,16,4,,,,,,,,
730,我国曲艺中的相声是属于南方曲种吗？（请回答对或错),错,32,30,28,26,24,16,4,错。,32,30,28,26,24,16,4,,,,,,,,
731,《义勇军进行曲》聂耳同谁所作的抗日歌曲？,田汉,32,30,28,26,24,16,4,田汉。,32,30,28,26,24,16,4,,,,,,,,
732,声音在空气还是在水中传播更快？,水中,32,30,28,26,24,16,4,水中。,32,30,28,26,24,16,4,,,,,,,,
733,消防队救火收费吗？（请回答收或不收),不收,32,30,28,26,24,16,4,不收。,32,30,28,26,24,16,4,,,,,,,,
734,戛纳电影节在哪国举办？,法国,32,30,28,26,24,16,4,法国。,32,30,28,26,24,16,4,,,,,,,,
735,音乐界所说的大小施特劳斯是父子关系吗？（请回答对或错),对,32,30,28,26,24,16,4,对。,32,30,28,26,24,16,4,,,,,,,,
736,火腿中有“南腿”之称的是？,金华火腿,32,30,28,26,24,16,4,金华火腿。,32,30,28,26,24,16,4,,,,,,,,
737,热带鱼一般生活咸水中吗？（请回答对或错),错,32,30,28,26,24,16,4,错。,32,30,28,26,24,16,4,,,,,,,,
738,太阳系中最大的行星是木星还是土星？,木星,32,30,28,26,24,16,4,木星。,32,30,28,26,24,16,4,,,,,,,,
739,中国古建筑学科的开拓者是梁思成还是鲁班？,梁思成,32,30,28,26,24,16,4,梁思成。,32,30,28,26,24,16,4,,,,,,,,
740,举重比赛中，最重的杠铃片是红色还是绿色的？,红色,32,30,28,26,24,16,4,红色。,32,30,28,26,24,16,4,,,,,,,,
741,奥运五环旗中的绿色环代表澳洲还是亚洲？,澳洲,32,30,28,26,24,16,4,澳洲。,32,30,28,26,24,16,4,,,,,,,,
742,有“钢琴诗人”之称的是贝多芬还是肖邦？,肖邦,32,30,28,26,24,16,4,肖邦。,32,30,28,26,24,16,4,,,,,,,,
743,蜜蜂中的“蜂王”是雌蜂还是雄峰？,雌蜂,32,30,28,26,24,16,4,雌蜂。,32,30,28,26,24,16,4,,,,,,,,
744,搪瓷器皿是否越重越好？（请回答是或不是),不是,32,30,28,26,24,16,4,不是。,32,30,28,26,24,16,4,,,,,,,,
745,世界最深的洼地是死海吗？（请回答是或不是),是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
746,小提琴有4根还是6根弦？,四,32,30,28,26,24,16,4,四。,32,30,28,26,24,16,4,4,32,30,28,26,24,16,4
747,最早芭蕾舞出现于宫廷还是学校？,宫廷,32,30,28,26,24,16,4,宫廷。,32,30,28,26,24,16,4,,,,,,,,
748,世界上最早种植棉花的国家是中国还是印度？,印度,32,30,28,26,24,16,4,印度。,32,30,28,26,24,16,4,,,,,,,,
749,“成也萧何，败也萧何”说的是谁的经历？,韩信,32,30,28,26,24,16,4,韩信。,32,30,28,26,24,16,4,,,,,,,,
750,好莱坞位于美国加利福尼亚州吗？（请回答是或不是),是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
751,世界上最深的湖是贝加尔湖吗？（请回答是或不是),是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
752,大汶口文化遗址在我国的山东还是河南？,山东,32,30,28,26,24,16,4,山东。,32,30,28,26,24,16,4,,,,,,,,
753,世界上第一个国际电影节是威尼斯电影节还是戛纳电影节？,威尼斯电影节,32,30,28,26,24,16,4,威尼斯电影节。,32,30,28,26,24,16,4,,,,,,,,
754,“琴棋书画”中的“棋”指什么棋？,围棋,32,30,28,26,24,16,4,围棋。,32,30,28,26,24,16,4,,,,,,,,
755,成语“跋前疐后”形容的是狼还是狗？,狼,32,30,28,26,24,16,4,狼。,32,30,28,26,24,16,4,,,,,,,,
756,被称作东方威尼斯的是苏州还是杭州？,苏州,32,30,28,26,24,16,4,苏州。,32,30,28,26,24,16,4,,,,,,,,
757,世界上第一颗爆炸的原子弹的名字是瘦子还是胖子？,瘦子,32,30,28,26,24,16,4,瘦子。,32,30,28,26,24,16,4,,,,,,,,
758,我国最后修建铁路的省区是西藏还是新疆？,西藏,32,30,28,26,24,16,4,西藏。,32,30,28,26,24,16,4,,,,,,,,
759,当你面朝南时，左面是？,东,32,30,28,26,24,16,4,东。,32,30,28,26,24,16,4,,,,,,,,
760,"孤帆远影碧空尽"的下一句是什么？,惟见长江天际流,32,30,28,26,24,16,4,惟见长江天际流。,32,30,28,26,24,16,4,,,,,,,,
761,人体最可能肥胖的部位是？,肚子,32,30,28,26,24,16,4,肚子。,32,30,28,26,24,16,4,,,,,,,,
762,含羞草会开花吗？（请回答会或不会）,会,32,30,28,26,24,16,4,会。,32,30,28,26,24,16,4,,,,,,,,
763,包头还是呼和浩特被称作"草原钢城"？,包头,32,30,28,26,24,16,4,包头。,32,30,28,26,24,16,4,,,,,,,,
764,印度的国鸟是云雀还是绿孔雀？,绿孔雀,32,30,28,26,24,16,4,绿孔雀。,32,30,28,26,24,16,4,,,,,,,,
765,火车机车的发明者是瓦特还是斯蒂芬？,瓦特,32,30,28,26,24,16,4,瓦特。,32,30,28,26,24,16,4,,,,,,,,
766,仙人掌是哥伦比亚还是墨西哥的国花？,墨西哥,32,30,28,26,24,16,4,墨西哥。,32,30,28,26,24,16,4,,,,,,,,
767,世界第一大洋是太平洋还是大西洋？,太平洋,32,30,28,26,24,16,4,太平洋。,32,30,28,26,24,16,4,,,,,,,,
768,我国最大的岛屿是什么？,台湾,32,30,28,26,24,16,4,台湾。,32,30,28,26,24,16,4,,,,,,,,
769,富士山是一座著名的活火山还是死火山？,活火山,32,30,28,26,24,16,4,活火山。,32,30,28,26,24,16,4,,,,,,,,
770,巴西的官方语言为葡萄牙语还是西班牙语？,葡萄牙语,32,30,28,26,24,16,4,葡萄牙语。,32,30,28,26,24,16,4,,,,,,,,
771,澳大利亚国花为金合欢还是牡丹？,金合欢,32,30,28,26,24,16,4,金合欢。,32,30,28,26,24,16,4,,,,,,,,
772,鲸鱼是鱼吗？（请回答是或不是),不是,32,30,28,26,24,16,4,不是。,32,30,28,26,24,16,4,,,,,,,,
773,螃蟹是否属于鱼？（请回答是或不是),是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
774,壮族的舞蹈叫铜鼓舞还是孔雀舞？,铜鼓舞,32,30,28,26,24,16,4,铜鼓舞。,32,30,28,26,24,16,4,,,,,,,,
775,作曲家肖邦是哪国人？,波兰,32,30,28,26,24,16,4,波兰。,32,30,28,26,24,16,4,,,,,,,,
776,拉丁舞就是国际标准舞吗？,不是,32,30,28,26,24,16,4,不是。,32,30,28,26,24,16,4,,,,,,,,
777,世界杯夺冠最多的国家是巴西还是德国？,巴西,32,30,28,26,24,16,4,巴西。,32,30,28,26,24,16,4,,,,,,,,
778,中国哪个省人口最多？,河南,32,30,28,26,24,16,4,河南。,32,30,28,26,24,16,4,,,,,,,,
779,“草船借箭”这一典故出自何人？,诸葛亮,32,30,28,26,24,16,4,诸葛亮。,32,30,28,26,24,16,4,,,,,,,,
780,元宝始创于我国元朝还是唐朝？,元朝,32,30,28,26,24,16,4,元朝。,32,30,28,26,24,16,4,,,,,,,,
781,最早的直升机在法国还是德国制造成功？,法国,32,30,28,26,24,16,4,法国。,32,30,28,26,24,16,4,,,,,,,,
782,世界上什么植物长得最快？,竹子,32,30,28,26,24,16,4,竹子。,32,30,28,26,24,16,4,,,,,,,,
783,日本皇室的花是？,菊花,32,30,28,26,24,16,4,菊花。,32,30,28,26,24,16,4,,,,,,,,
784,人体最大的器官？,皮肤,32,30,28,26,24,16,4,皮肤。,32,30,28,26,24,16,4,,,,,,,,
785,被称为“水稻之父”的是？,袁隆平,32,30,28,26,24,16,4,袁隆平。,32,30,28,26,24,16,4,,,,,,,,
786,公元1900年是闰年吗？（请回答是或不是),不是,32,30,28,26,24,16,4,不是。,32,30,28,26,24,16,4,,,,,,,,
787,动物界的短跑冠军是猎豹吗？（请回答是或不是),是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
788,西红柿的原产地是美洲还是亚洲？,美洲,32,30,28,26,24,16,4,美洲。,32,30,28,26,24,16,4,,,,,,,,
789,是谁发明的造纸术？,蔡伦,32,30,28,26,24,16,4,蔡伦。,32,30,28,26,24,16,4,,,,,,,,
790,食人鲳又名食人鱼吗？（请回答是或不是),是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
791,日本共有几个大岛组成？,四,32,30,28,26,24,16,4,四。,32,30,28,26,24,16,4,4,32,30,28,26,24,16,4
792,第一届奥运会在哪儿举行？,希腊,32,30,28,26,24,16,4,希腊。,32,30,28,26,24,16,4,,,,,,,,
793,卓别林是英国人还是美国人？,英国人,32,30,28,26,24,16,4,英国人。,32,30,28,26,24,16,4,,,,,,,,
794,温度有上限吗？（请回答有或没有),没有,32,30,28,26,24,16,4,没有。,32,30,28,26,24,16,4,,,,,,,,
795,冰心的真名是谢婉莹吗？（请回答是或不是),是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
796,天安门原名为承天门还是午门？,承天门,32,30,28,26,24,16,4,承天门。,32,30,28,26,24,16,4,,,,,,,,
797,郑和共7次还是9次下西洋？,七,32,30,28,26,24,16,4,七。,32,30,28,26,24,16,4,7,32,30,28,26,24,16,4
798,伊拉克共和国的国花是红玫瑰吗？（请回答是或不是),是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
799,中国的第三大淡水湖是太湖还是西湖？,太湖,32,30,28,26,24,16,4,太湖。,32,30,28,26,24,16,4,,,,,,,,
800,萝卜的皮是最辣的吗？（请回答是或不是),是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
801,龙虾的血的颜色是蓝色的还是红色的？,蓝色,32,30,28,26,24,16,4,蓝色。,32,30,28,26,24,16,4,,,,,,,,
802,金庸原名是叫查良镛吗？（请回答是或不是),是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
803,金瓶梅出自哪个朝代？,明代,32,30,28,26,24,16,4,明代。,32,30,28,26,24,16,4,,,,,,,,
804,闰年有多少天？,三百六十六,32,30,28,26,24,16,4,三百六十六。,32,30,28,26,24,16,4,366,32,30,28,26,24,16,4
805,川菜是以麻辣还是清淡而出名的？,麻辣,32,30,28,26,24,16,4,麻辣。,32,30,28,26,24,16,4,,,,,,,,
806,藏族人有姓氏吗？（请回答有或没有),没有,32,30,28,26,24,16,4,没有。,32,30,28,26,24,16,4,,,,,,,,
807,甲骨文的发明地是安阳还是信阳？,安阳,32,30,28,26,24,16,4,安阳。,32,30,28,26,24,16,4,,,,,,,,
808,瑶族人过春节吗？（请回答过或不过),过,32,30,28,26,24,16,4,过。,32,30,28,26,24,16,4,,,,,,,,
809,中国历史上第一家证券交易所成立在上海还是北京？,北京,32,30,28,26,24,16,4,北京。,32,30,28,26,24,16,4,,,,,,,,
810,四川自贡出产的盐是井盐还是岩盐？,井盐,32,30,28,26,24,16,4,井盐。,32,30,28,26,24,16,4,,,,,,,,
811,新春燃放爆竹的风俗始于汉代还是明代？,汉代,32,30,28,26,24,16,4,汉代。,32,30,28,26,24,16,4,,,,,,,,
812,马铃薯的故乡是南美洲还是北美洲？,南美洲,32,30,28,26,24,16,4,南美洲。,32,30,28,26,24,16,4,,,,,,,,
813,《老学庵游记》是陆游还是王羲之的作品？,陆游,32,30,28,26,24,16,4,陆游。,32,30,28,26,24,16,4,,,,,,,,
814,国鸟是公鸡的国家是法国还是德国？,法国,32,30,28,26,24,16,4,法国。,32,30,28,26,24,16,4,,,,,,,,
815,名片是日本人发明的？（请回答是或不是),不是,32,30,28,26,24,16,4,不是。,32,30,28,26,24,16,4,,,,,,,,
816,诺贝尔是瑞典人还是英国人？,瑞典,32,30,28,26,24,16,4,瑞典。,32,30,28,26,24,16,4,,,,,,,,
817,巴黎的艾菲尔铁塔高300米还是302米？,302,32,30,28,26,24,16,4,302。,32,30,28,26,24,16,4,,,,,,,,
818,大熊猫属于食草动物还是食肉动物？,食肉动物,32,30,28,26,24,16,4,食肉动物。,32,30,28,26,24,16,4,,,,,,,,
819,世界上最大的火电站是在日本还是在美国？,日本,32,30,28,26,24,16,4,日本。,32,30,28,26,24,16,4,,,,,,,,
820,月亮属于行星还是卫星？,卫星,32,30,28,26,24,16,4,卫星。,32,30,28,26,24,16,4,,,,,,,,
821,我国特有的珍贵爬行动物是扬子鳄吗？（请回答是或不是),是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
822,孙中山是中山市人吗？（请回答是或不是),是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
823,《哈利波特》是谁写的？,罗琳,32,30,28,26,24,16,4,罗琳。,32,30,28,26,24,16,4,,,,,,,,
824,相对论是谁提出的？,爱因斯坦,32,30,28,26,24,16,4,爱因斯坦。,32,30,28,26,24,16,4,,,,,,,,
825,孔子是哪一个学派？,儒家,32,30,28,26,24,16,4,儒家。,32,30,28,26,24,16,4,,,,,,,,
826,有“诗鬼”之称的是谁？,李贺,32,30,28,26,24,16,4,李贺。,32,30,28,26,24,16,4,,,,,,,,
827,蘑菇含叶绿素吗？（请回答含或不含),不含,32,30,28,26,24,16,4,不含。,32,30,28,26,24,16,4,,,,,,,,
828,文学巨匠巴尔扎克是法国人还是英国人呢？,法国人,32,30,28,26,24,16,4,法国人。,32,30,28,26,24,16,4,,,,,,,,
829,飞机的发明者是莱特兄弟吗？（请回答是或不是),是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
830,地球上有几个温带？,二,32,30,28,26,24,16,4,二。,32,30,28,26,24,16,4,2,32,30,28,26,24,16,4
831,埃及的国花是睡莲还是向日葵？,睡莲,32,30,28,26,24,16,4,睡莲。,32,30,28,26,24,16,4,,,,,,,,
832,章鱼有没有骨头？（请回答有或没有),没有,32,30,28,26,24,16,4,没有。,32,30,28,26,24,16,4,,,,,,,,
833,1916年美洲杯冠军是阿根廷还是巴西？,阿根廷,32,30,28,26,24,16,4,阿根廷。,32,30,28,26,24,16,4,,,,,,,,
834,台湾电影的最高奖项是金鸡奖还是金马奖？,金马奖,32,30,28,26,24,16,4,金马奖。,32,30,28,26,24,16,4,,,,,,,,
835,飞的最高的鸟是信天翁还是大雁？,信天翁,32,30,28,26,24,16,4,信天翁。,32,30,28,26,24,16,4,,,,,,,,
836,最大的软体动物是章鱼还是乌贼？,章鱼,32,30,28,26,24,16,4,章鱼。,32,30,28,26,24,16,4,,,,,,,,
837,"无铅皮蛋"是否真的不含铅？（请回答是或否),否,32,30,28,26,24,16,4,否。,32,30,28,26,24,16,4,,,,,,,,
838,香菇属于哪一种菌类植物？请回答是或不是),是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
839,说《骆驼祥子》的作者是谁？,老舍,32,30,28,26,24,16,4,老舍。,32,30,28,26,24,16,4,,,,,,,,
840,鱼有年轮吗？（请回答有或没有),有,32,30,28,26,24,16,4,有。,32,30,28,26,24,16,4,,,,,,,,
841,《悲惨世界》是谁的作品？,雨果,32,30,28,26,24,16,4,雨果。,32,30,28,26,24,16,4,,,,,,,,
842,现代足球开始于英国还是德国？,英国,32,30,28,26,24,16,4,英国。,32,30,28,26,24,16,4,,,,,,,,
843,大白菜原产地是中国吗？（请回答是或不是),是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
844,伊拉克的首都是巴格达吗？（请回答是或不是),是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
845,电脑的心脏是什么？,CPU,32,30,28,26,24,16,4,CPU。,32,30,28,26,24,16,4,,,,,,,,
846,吃葡萄糖会感觉热吗？（请回答会或不会),会,32,30,28,26,24,16,4,会。,32,30,28,26,24,16,4,,,,,,,,
847,明朝最初定都于？,南京,32,30,28,26,24,16,4,南京。,32,30,28,26,24,16,4,,,,,,,,
848,南京，古称金陵，简称：“宁”吗？（请回答是或不是),是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
849,能否将光速降低？（请回答能或不能),能,32,30,28,26,24,16,4,能。,32,30,28,26,24,16,4,,,,,,,,
850,战国时期有许多学派，纷纷著书立说，历史上把这种情况称作什么？,百家争鸣,32,30,28,26,24,16,4,百家争鸣。,32,30,28,26,24,16,4,,,,,,,,
851,燕国太子丹派谁去刺杀秦王结果失败了？,荆轲,32,30,28,26,24,16,4,荆轲。,32,30,28,26,24,16,4,,,,,,,,
852,“王侯将相宁有种乎”出自谁之口？,陈胜,32,30,28,26,24,16,4,陈胜。,32,30,28,26,24,16,4,,,,,,,,
853,“人生自古谁无死，留取丹心照汗青”谁写的？,文天祥,32,30,28,26,24,16,4,文天祥。,32,30,28,26,24,16,4,,,,,,,,
854,“卧榻之侧，岂容他人酣睡”谁说的？,赵匡胤,32,30,28,26,24,16,4,赵匡胤。,32,30,28,26,24,16,4,,,,,,,,
855,火烧新野的主意是曹操还是诸葛亮出的？,诸葛亮,32,30,28,26,24,16,4,诸葛亮。,32,30,28,26,24,16,4,,,,,,,,
856,吕布的兵器是方天画戟还是丈八蛇矛？,方天画戟,32,30,28,26,24,16,4,方天画戟。,32,30,28,26,24,16,4,,,,,,,,
857,周幽王烽火戏诸侯为了博谁一笑？,褒姒,32,30,28,26,24,16,4,褒姒。,32,30,28,26,24,16,4,,,,,,,,
858,“取次花丛懒回顾”下一句是什么？,半缘修道半缘君,32,30,28,26,24,16,4,半缘修道半缘君。,32,30,28,26,24,16,4,,,,,,,,
859,“除去巫山不是云”上一句是什么？,曾经沧海难为水,32,30,28,26,24,16,4,曾经沧海难为水。,32,30,28,26,24,16,4,,,,,,,,
860,“此情无计可消除，才下眉头，却上心头”是谁的词？,李清照,32,30,28,26,24,16,4,李清照。,32,30,28,26,24,16,4,,,,,,,,
861,被称为孤篇盖全唐的是那首诗？,春江花月夜,32,30,28,26,24,16,4,春江花月夜。,32,30,28,26,24,16,4,,,,,,,,
862,“谁怕？一蓑烟雨任平生”上一句是什么？,竹杖芒鞋轻胜马,32,30,28,26,24,16,4,竹杖芒鞋轻胜马。,32,30,28,26,24,16,4,,,,,,,,
863,“疏影横斜水清浅，暗香浮动月黄昏”是哪首诗？,山园小梅,32,30,28,26,24,16,4,山园小梅。,32,30,28,26,24,16,4,,,,,,,,
864,“人生若只如初见，何事秋风悲画扇”是谁写的？,纳兰性德,32,30,28,26,24,16,4,纳兰性德。,32,30,28,26,24,16,4,,,,,,,,
865,“事了拂衣去，深藏身与名”谁写的？,李白,32,30,28,26,24,16,4,李白。,32,30,28,26,24,16,4,,,,,,,,
866,金庸先生根据李太白的一首诗，编写了一本快意恩仇的江湖故事，且书名与诗名一样。请问这首诗叫什么？,侠客行,32,30,28,26,24,16,4,侠客行。,32,30,28,26,24,16,4,,,,,,,,
867,“力拔山兮气盖世”说的是哪位历史人物？,项羽,32,30,28,26,24,16,4,项羽。,32,30,28,26,24,16,4,,,,,,,,
868,芹菜有降血压的作用吗？（请回答有或没有）,有,32,30,28,26,24,16,4,有。,32,30,28,26,24,16,4,,,,,,,,
869,植物体内是带电的吗？（请回答是或否）,是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
870,美人鱼铜像是哪一个城市的标志性建筑？,哥本哈根,32,30,28,26,24,16,4,哥本哈根。,32,30,28,26,24,16,4,,,,,,,,
871,香槟酒原产于法国还是德国？,法国,32,30,28,26,24,16,4,法国。,32,30,28,26,24,16,4,,,,,,,,
872,隐形眼镜有正反之分吗？（请回答有或没有）,有,32,30,28,26,24,16,4,有。,32,30,28,26,24,16,4,,,,,,,,
873,稠的牛奶好，还是稀的好？,稀的好,32,30,28,26,24,16,4,稀的好。,32,30,28,26,24,16,4,,,,,,,,
874,电脑中的CPU是代表中央处理器吗？（请回答是或否）,是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
875,中国横跨四个还是五个时区？,五个,32,30,28,26,24,16,4,五个。,32,30,28,26,24,16,4,,,,,,,,
876,马克吐温是美国人吗？（请回答是或否）,是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
877,太监原先是官名吗？（请回答是或否）,是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
878,我国的白鲟生长在长江吗？（请回答是或否）,是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
879,驷马是4匹马？（请回答是或否）,是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
880,贵州省简称是？,黔,32,30,28,26,24,16,4,黔。,32,30,28,26,24,16,4,,,,,,,,
881,乌贼喷的毒汁有毒吗？（请回答有或没有）,有,32,30,28,26,24,16,4,有。,32,30,28,26,24,16,4,,,,,,,,
882,二十一条款是由袁世凯谁提出的吗？（请回答是或否）,是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
883,石林位于昆明还是南京？,昆明,32,30,28,26,24,16,4,昆明。,32,30,28,26,24,16,4,,,,,,,,
884,我国邮政编码前三位是代表邮区吗？（请回答是或否）,是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
885,诗人裴多菲是匈牙利还是美国人？,匈牙利,32,30,28,26,24,16,4,匈牙利。,32,30,28,26,24,16,4,,,,,,,,
886,北大清华位于北京的哪个区？,海淀区,32,30,28,26,24,16,4,海淀区。,32,30,28,26,24,16,4,,,,,,,,
887,二十四诗品的作者是谁？,司空图,32,30,28,26,24,16,4,司空图。,32,30,28,26,24,16,4,,,,,,,,
888,浏阳河是哪省民歌？,湖南,32,30,28,26,24,16,4,湖南。,32,30,28,26,24,16,4,,,,,,,,
889,狮身人面像位于哪国？,埃及,32,30,28,26,24,16,4,埃及。,32,30,28,26,24,16,4,,,,,,,,
890,巴西最大的城市是圣保罗吗？（请回答是或否）,是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
891,鸡有牙齿吗？（请回答有或没有）,没有,32,30,28,26,24,16,4,没有。,32,30,28,26,24,16,4,,,,,,,,
892,马克思是犹太人吗？（请回答是或否）,是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
893,“放翁”是指哪个诗人？,陆游,32,30,28,26,24,16,4,陆游。,32,30,28,26,24,16,4,,,,,,,,
894,琼瑶的祖籍是中国哪个省？,湖南,32,30,28,26,24,16,4,湖南。,32,30,28,26,24,16,4,,,,,,,,
895,张辽字什么？,文远,32,30,28,26,24,16,4,文远。,32,30,28,26,24,16,4,,,,,,,,
896,冬虫夏草是产于青海省吗？（请回答是或否）,是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
897,小孩可以常吃人参吗？（请回答可以或不可以）,不可以,32,30,28,26,24,16,4,不可以。,32,30,28,26,24,16,4,,,,,,,,
898,乙醚是易燃易爆品吗？（请回答是或否）,是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
899,杀龟大会的龟是指谁？,吴三桂,32,30,28,26,24,16,4,吴三桂。,32,30,28,26,24,16,4,,,,,,,,
900,鲨鱼的视力好吗？（请回答好或不好）,不好,32,30,28,26,24,16,4,不好。,32,30,28,26,24,16,4,,,,,,,,
901,鹌鹑会不会叫？（请回答会或不会）,会,32,30,28,26,24,16,4,会。,32,30,28,26,24,16,4,,,,,,,,
902,鲁迅原名是？,周树人,32,30,28,26,24,16,4,周树人。,32,30,28,26,24,16,4,,,,,,,,
903,荔枝水果多吃会上火？（请回答会或不会）,会,32,30,28,26,24,16,4,会。,32,30,28,26,24,16,4,,,,,,,,
904,徐悲鸿是以画什么出名的？,马,32,30,28,26,24,16,4,马。,32,30,28,26,24,16,4,,,,,,,,
905,疯牛病最早发现于英国还是中国？,英国,32,30,28,26,24,16,4,英国。,32,30,28,26,24,16,4,,,,,,,,
